NCTId,BriefTitle,OfficialTitle,OverallStatus,StartDate,PrimaryCompletionDate,CompletionDate,LastUpdatePostDate,StudyFirstPostDate,StudyType,Phase,EnrollmentCount,EnrollmentType,LeadSponsorName,LeadSponsorClass,Collaborators,CollaboratorClasses,Conditions,Keywords,LocationCountry,LocationCity,LocationState,TotalLocations,InterventionNames,InterventionTypes,PrimaryOutcomeMeasures,SecondaryOutcomeMeasures,HasResults,ResultsFirstPostDate
NCT06395909,A Study to Assess the Effectiveness and Safety of Mayzent in Chinese Patients With Relapsing Forms of Multiple Sclerosis,"A Real-World, Retrospective, Multicenter Study to Assess the Effectiveness and Safety of Mayzent® (Siponimod) in Chinese Patients With Relapsing Forms of Multiple Sclerosis",COMPLETED,2023-04-23,2023-08-31,2023-08-31,2024-05-02,2024-05-02,OBSERVATIONAL,,113.0,ACTUAL,Novartis,INDUSTRY,,,Relapsing Multiple Sclerosis|Clinically Isolated Syndrome|Relapsing Remitting Multiple Sclerosis|Secondary Progressive Multiple Sclerosis,,United States,East Hanover,New Jersey,1,,,Annualized Relapse Rate (ARR),"Proportion of Patients Relapse-free at 12 Months after Index Date|Proportion of Patients Free of Magnetic Resonance Imaging (MRI) Activity at 12 Months after Index Date|Proportion of Patients with Treatment-emergent Adverse Events (TEAEs), per Category|Proportion of Patients with Selected Notable Abnormal Laboratory Data",False,
NCT05482906,Common and Specific Information From Neuroimaging and Smartphone,Individual Gait Pattern and MRI Lesion Load to Quantify Gait Impairment in MS: A Cross Sectional Study.,UNKNOWN,2023-04-03,2025-04-01,2025-04-01,2023-04-07,2022-08-01,OBSERVATIONAL,,100.0,ESTIMATED,Nantes University Hospital,OTHER,Rennes University Hospital,OTHER,Multiple Sclerosis,Wearable sensor|Gait|MRI,France,Nantes,Loire-Atlantique,1,eGait,OTHER,Clustering analyze based on IGP|Clustering analyze based on EDSS score|Clustering analyze based on MRI lesion load,Correlation with disability|Correlation with MRI lesion load|Building a predictive model for lesion load involving in walk ability from IGP|Building a predictive model for group belonging from group established in main outcome based on IGP,False,
NCT01800604,Power Over Pain (POP) Study,Psychological Treatment of Disability-Related Pain: Efficacy and Mechanisms,COMPLETED,2013-02,2018-01,2018-01,2018-10-17,2013-02-27,INTERVENTIONAL,NA,177.0,ACTUAL,University of Washington,OTHER,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD)|National Institutes of Health (NIH),NIH|NIH,Multiple Sclerosis|Spinal Cord Injury|Chronic Pain|Other and Unspecified Amputation Stump Complications|Muscular Dystrophies|Low Back Pain,,United States,Seattle,Washington,1,Pain Self-Management Intervention #1|Pain Self-Management Intervention #2|Pain Self-Management Intervention #3|Pain Self-Management Intervention #4,BEHAVIORAL|BEHAVIORAL|BEHAVIORAL|BEHAVIORAL,Change in average pain intensity pre-treatment to post-treatment,,False,
NCT01167426,Evaluation of Two Glatiramer Acetate (GA) Formulations in Relapsing-Remitting Multiple Sclerosis (RRMS) Patients,"An Open-Label, Multicenter Study Evaluating Patient Injection Satisfaction With Two Formulations of Glatiramer Acetate (GA) Using Autoject 2 as the Subcutaneous Injection Delivery Method.",COMPLETED,2010-07,2010-11,2010-12,2013-10-17,2010-07-22,INTERVENTIONAL,PHASE3,148.0,ACTUAL,"Teva Neuroscience, Inc.",INDUSTRY,,,Multiple Sclerosis,Relapsing Remitting Multiple Sclerosis|RRMS|Clinically Isolated Syndrome|CIS|Copaxone|glatiramer acetate|Autoject 2,,,,0,Glatiramer Acetate 20 mg/0.5 mL|Glatiramer acetate 20 mg/0.5 mL,DRUG|DRUG,Change From Week 2 to Week 6 in Composite Score of Patient Satisfaction With Injection Experience,Patient Injection Experience Preference,True,2013-10-17
NCT04838015,Retrospective Study on Registry Data to Evaluate the Impact of Ocrelizumab Used in Routine Care in Patients With RRMS,Retrospective Study on Registry Data to Evaluate the Impact of Ocrelizumab Used in Routine Care in Patients With RRMS,UNKNOWN,2020-11-13,2021-11-13,2021-11-13,2021-04-13,2021-04-08,OBSERVATIONAL,,250.0,ESTIMATED,"University Hospital, Strasbourg, France",OTHER,,,Multiple Sclerosis,MS-RR|Ocrelizumab|Switch,France,Strasbourg,,1,,,Retrospective study of the impact of ocrelizumab used in patients with multiple sclerosis,,False,
NCT01939002,Characterize Flu-like Symptoms in Relapsing Multiple Sclerosis Patients Transitioning From Non-Pegylated Interferon Beta (IFN-β) Therapies to Peginterferon Beta-1a (BIIB017),"An Open-Label, Two-Arm Randomized Study to Characterize Flu-Like Symptoms in Relapsing Multiple Sclerosis Patients Transitioning From Current Interferon Beta Therapies to BIIB017",COMPLETED,2013-11,2015-10,2015-11,2017-01-25,2013-09-11,INTERVENTIONAL,PHASE3,251.0,ACTUAL,Biogen,INDUSTRY,,,Relapsing Multiple Sclerosis,flu-like symptoms,United States,Gilbert,Arizona,38,BIIB017|naproxen,DRUG|DRUG,Percentage of Participants Experiencing New or Increased FLS During the First 8 Weeks: Overall Population,"Percentage of Participants Experiencing New or Increased FLS During the First 8 Weeks: Between FLS Management Arms|Percentage of Participants With Any FLS in the 4-Week Run-In Period, During the First 8 Weeks of Treatment, and During 48 Weeks of Treatment|Shift in Percentage of Participants With Any FLS From 4-Week Run-In Period to the First 8 Weeks|Shift in Percentage of Participants With Any FLS From 4-Week Run-In Period to 48 Weeks|Summary of Severity of FLS (Per FLS-S) in the First 8 Weeks Compared to 4-Week Run-In Period Between Arms|Summary of Severity of FLS (Per FLS-S) in the 48 Weeks of Treatment Compared to 4-Week Run-In Period Between Arms|Summary of Average Duration of FLS in the First 8 Weeks of Treatment|Summary of Average Duration of FLS in the 48 Weeks of Treatment|Summary of FLS-Visual Analogue Scale (VAS) During the First 8 Weeks of Treatment Compared to 4-Week Run-In Period: Effectiveness of FLS Treatment|Summary of FLS-VAS During the First 8 Weeks of Treatment Compared to 4-Week Run-In Period: Satisfaction With FLS Treatment|Summary of FLS-VAS During the 48 Weeks of Treatment Compared to 4-Week Run-In Period: Effectiveness of FLS Treatment|Summary of FLS-VAS During the 48 Weeks of Treatment Compared to 4-Week Run-In Period: Satisfaction With FLS Treatment|Percentage of Participants Requiring Additional FLS Management Regimen to Relieve BIIB017-related FLS|Mean Change From 4-Week Run-In Period at Each Visit for Treatment Satisfaction Questionnaire for Medication (TSQM), Effectiveness Scale Factor: Overall Population|Mean Change From 4-Week Run-In Period at Each Visit for TSQM, Side-Effects Scale Factor: Overall Population|Mean Change From 4-Week Run-In Period at Each Visit for TSQM, Convenience Scale Factor: Overall Population|Mean Change From 4-Week Run-In Period at Each Visit for TSQM, Global Satisfaction Scale Factor: Overall Population|Mean Change From 4-Week Run-In Period at Week 4 for TSQM, Effectiveness Scale Factor: Between FLS Management Arms|Mean Change From 4-Week Run-In Period at Week 4 for TSQM, Side Effects Scale Factor: Between FLS Management Arms|Mean Change From 4-Week Run-In Period at Week 4 for TSQM, Convenience Scale Factor: Between FLS Management Arms|Mean Change From 4-Week Run-In Period at Week 4 for TSQM, Global Satisfaction Scale Factor: Between FLS Management Arms|Mean Change From Screening at Each Visit in Absenteeism Questionnaire, Usual Work Days Per Week: Overall Population|Mean Change From Screening at Each Visit in Absenteeism Questionnaire, Days Missed in 2 Weeks From MS Symptoms: Overall Population|Mean Change From Screening at Each Visit in Absenteeism Questionnaire, Days Missed in 2 Weeks From MS Treatment: Overall Population|Change From Baseline Visit (Day 1) to Week 48 in Walking Disability Status as Measured by Patient Determined Disease Steps (PDDS): Overall Population|Summary of Adverse Events (AEs), Serious AEs (SAEs), and Discontinuations Due to AEs|Summary of Average Duration of FLS Within the Last 4 Weeks of the BIIB017 Treatment Period Compared With the Duration of FLS in the 4-Week Run-In Period|Antibody Data in the Overall Population: IFN β-1a Antibody Screening|Antibody Data in the Overall Population: IFN β-1a Anti-Pegylated (PEG) Antibody Testing|Antibody Data in the Overall Population: IFN β-1a Neutralizing Antibodies (Nabs) Testing",True,2017-01-25
NCT01081275,Improving Hand Use in Multiple Sclerosis,Rehabilitating Extremity Use After Multiple Sclerosis,UNKNOWN,2010-02,2016-02,2016-03,2015-04-15,2010-03-05,INTERVENTIONAL,PHASE2,66.0,ESTIMATED,National Multiple Sclerosis Society,OTHER,,,Multiple Sclerosis,Multiple Sclerosis|MS|CI Therapy|CIMT|Constraint-Induced Movement Therapy|Complementary and Alternative Medicine|CAM|Physical Therapy|Occupational Therapy|Relaxation|Exercise|Massage|Yoga|Pool Therapy|Aquatherapy|Aquatic Therapy,United States,Birmingham,Alabama,1,CI Therapy|CAM treatments,BEHAVIORAL|BEHAVIORAL,Motor Activity Log (MAL),Wolf Motor Function Test (WMFT)|MSFC (Multiple Sclerosis Composite Measure)|SARA (Scale for the Assessment and Rating of Ataxia)|EDSS (Expanded Disability Status Scale)|Fatigue Severity Scale (FSS)|MSIS-29 (Multiple Sclerosis Impact Scale)|MSSS-88 (Multiple Sclerosis Spasticity Scale)|Baecke Activity Questionnaire,False,
NCT00317564,Betaseron Pregnancy Registry,Betaseron Pregnancy Registry,COMPLETED,2006-04,2012-04,2012-06,2018-12-12,2006-04-25,OBSERVATIONAL,,113.0,ACTUAL,Syneos Health,OTHER,Bayer,INDUSTRY,Birth Defects|Pregnancy Complications|Multiple Sclerosis,Birth Defects|High Risk Pregnancy|Multiple Sclerosis,United States,Wilmington,North Carolina,1,,,,,False,
NCT05177718,Natalizumab and Chronic Inflammation,Assessing the Effect of Natalizumab of Magnetic Resonance Imaging Measures of Blood Brain Barrier Permeability and Myelin Integrity,TERMINATED,2022-09-16,2023-04-05,2023-04-05,2024-04-18,2022-01-05,INTERVENTIONAL,PHASE4,1.0,ACTUAL,Vanderbilt University Medical Center,OTHER,Biogen,INDUSTRY,Multiple Sclerosis,"multiple sclerosis, MRI, blood brain barrier, myelin",United States,Nashville,Tennessee,1,Natalizumab 300 MG in 15 ML Injection,DRUG,Effect of Natalizumab on Magnetic Resonance Imaging Measures of Blood Brain Barrier Permeability: K-trans,Effect of Natalizumab on Magnetic Resonance Imaging Measures of Myelin Integrity: Pool Saturation Ratio (PSR),True,2024-04-18
NCT06513546,"A Study to Evaluate the Safety, Efficacy, and Pharmacodynamics of PLL001 in ALS Patients","A Multi-centre, Phase 1/2, Randomised, Double-blind, Placebo Controlled Study With an Optional Open-label Extension to Evaluate the Safety, Tolerability, Efficacy, and Pharmacodynamics of PLL001 for the Treatment of ALS",RECRUITING,2025-04-08,2026-10-15,2026-12-15,2025-07-23,2024-07-22,INTERVENTIONAL,PHASE1|PHASE2,153.0,ESTIMATED,PLL TX AUSTRALIA PTY LTD,INDUSTRY,,,Amyotrophic Lateral Sclerosis|ALS,,Australia,Liverpool,New South Wales,10,PLL001 or placebo daily subcutaneous injections,DRUG,"Part 1: safety|Part 2: efficacy of PLL001 compared to placebo after 8, 16, and 24 weeks of once daily (QD) treatment|Part 2: survival after 8, 16, and 24 weeks of QD treatment for PLL001 compared to placebo",Part 2: safety|Part 2: efficacy over 24 weeks,False,
NCT05779449,Targeting the Gut Dysbiosis to Treat Inflammation-driven Synaptopathy in MS,Targeting the Gut Dysbiosis to Treat Inflammation-driven Synaptopathy in Multiple Sclerosis,RECRUITING,2023-07-26,2024-11-02,2026-05-01,2023-08-14,2023-03-22,INTERVENTIONAL,NA,100.0,ESTIMATED,Neuromed IRCCS,OTHER,I.R.C.C.S. Fondazione Santa Lucia,OTHER,Patient Participation,gut microbiota|dysbiosis|multiple sclerosis|glutamate-mediated excitotoxicity|synaptopathy,Italy,Pozzilli,Isernia,1,Prebiotics and Probiotics supplementation|Placebo supplementation|peripheral blood withdrawal|Transcranial Magnetic Stimulation (TMS),DIETARY_SUPPLEMENT|DIETARY_SUPPLEMENT|PROCEDURE|PROCEDURE,Changes in gut microbiota diversity or composition|Changes in microbiota metabolites - indican|Changes in microbiota metabolites - skatole|Changes in serum glutamate|Changes in serum synaptotoxic miRNAs|Changes in plasma inflammatory molecules|Changes in immunophenotype|Changes in T cell metabolic asset,Changes in neurophysiological response|Changes in clinical disability|Changes in lower extremity function|Changes in upper extremity function|Changes in quality of life|Assessment of mild to moderate dysfunctions|Changes in global cognitive disability|Assessment of attention and information processing speed|Changes in phonemic verbal fluency|Changes in verbal memory performance|Changes in measure visuospatial memory|Changes in depressive symptoms|Changes in anxious symptoms|Changes in disease progression index (PI)|Changes in the Annualized Relapse Rate (ARR)|Changes in radiological activity|Changes in brain atrophy,False,
NCT04150549,FMT for MS Patients,"Fecal Microbial Transplantation for Relapsing Multiple Sclerosis Patients - a Placebo-controlled, Double-blinded, Randomized Trial",UNKNOWN,2023-06,2025-05,2025-08,2022-10-25,2019-11-04,INTERVENTIONAL,PHASE2,34.0,ESTIMATED,London Health Sciences Centre Research Institute OR Lawson Research Institute of St. Joseph's,OTHER,,,Multiple Sclerosis,,,,,0,Fecal Microbial Transplants|Fecal Microbial Transplants,BIOLOGICAL|BIOLOGICAL,Changes in T2 Lesions - MRI,Blood Brain Barrier - MRI|Neurofilament Light Serum Levels|Intestinal Permeability|IgA Microbiota|Stool Microbiome|Metabolomics|Metabolomics,False,
NCT01018485,The Efficacy of Botulinum Toxin in Disabling Multiple Sclerosis (MS) Tremor,"Double-Blind, Randomized, Controlled, Cross-over Comparison of Efficacy and Safety of Botulinum Toxin Type A in the Targeted Treatment of Disabling Tremor in Multiple Sclerosis",COMPLETED,2008-10,2010-02,2010-06,2015-05-12,2009-11-23,INTERVENTIONAL,PHASE3,30.0,ESTIMATED,Melbourne Health,OTHER,Eastern Health,OTHER,Multiple Sclerosis|Tremor,,Australia,Melbourne,Victoria,1,Botulinum Toxin Type A,DRUG,A decrease in tremor,The safety profile of Botulinum Toxin in MS patients,False,
NCT02506751,Open-label Study of Liothyronine in MS,"A Phase 1b, Open-label Study to Evaluate the Safety and Tolerability of the Putative Remyelinating Agent, Liothyronine, in Individuals With MS",COMPLETED,2015-07,2017-09-18,2017-09-18,2018-02-12,2015-07-23,INTERVENTIONAL,PHASE1,20.0,ACTUAL,Johns Hopkins University,OTHER,,,"Multiple Sclerosis, Relapsing-Remitting|Multiple Sclerosis, Secondary Progressive|Multiple Sclerosis, Primary Progressive",,United States,Baltimore,Maryland,1,liothyronine,DRUG,The incidence rate of adverse events,,False,
NCT06737419,"Real World Effectiveness, Persistence, Tolerability, and Safety of Ofatumumab in Clinical Practice","Real World Effectiveness, Persistence, Tolerability, and Safety of Ofatumumab in Clinical Practice",COMPLETED,2021-06-09,2024-02-05,2024-02-05,2024-12-17,2024-12-17,OBSERVATIONAL,,175.0,ACTUAL,Novartis Pharmaceuticals,INDUSTRY,,,Multiple Sclerosis,Clinically Isolated Syndrome|Relapsing-remitting Multiple Sclerosis|Secondary Progressive Multiple Sclerosis|Primary Progressive Multiple Sclerosis,United States,East Hanover,New Jersey,1,,,Number of Patients Categorized by Number of Relapses|Change in Relapse Rate From Baseline to Month 6 and Month 12 After Initiating OMB Treatment,Age|Number of Patients per Demographic Category|Mean Duration of Disease|Number of Patients by Most Recent Disease Course|Number of Patients by Patient Determined Disease Steps (PDDS) Score|Number of Patients Categorized by Comorbidity|Number of Patients With no Prior Exposure to Disease Modifying Therapies (DMTs)|Number of Prior DMTs|Number of Patients who Switched From a DMT to OMB|Duration of Time Between Prior DMT and Initiating OMB Treatment|Number of Patients by Most Recent Prior DMT|Number of Patients who Discontinued DMT Prior to OMB Treatment by Reason for Discontinuation|Number of Patients by Number of New Brain T2 Lesions|Number of Patients by Number of New Brain Gadolinium Enhancing (GdE) Lesions|Change in Number of New Brain T2 Lesions From Baseline to Month 6 and Month 12 After Initiating OMB Treatment|Change in Number of New Brain GdE Lesions From Baseline to Month 6 and Month 12 After Initiating OMB Treatment|Change in PDDS Scores From Baseline to Month 6 and Month 12 After Initiating OMB Treatment|Change in Neuro-performance Tests From Baseline to Month 6 and Month 12 After Initiating OMB Treatment|Change in No Evidence of Disease Activity (NEDA) From Baseline to Month 6 and Month 12 After Initiating OMB Treatment|Median Change of PDDS From Baseline to Month 6 and Month 12 After Initiation of OMB Treatment|Number of Patients With 20% or Greater Worsening of Neuro-performance Test Scores After Initiating OMB Treatment|Number of Patients With 20% or Greater Worsening of PDDS Scores After Initiating OMB Treatment,False,
NCT02592265,Measuring Consequences of Disability for Patients With Multiple Sclerosis and Caregivers on Economic Burden,Measuring Consequences of Disability for Patients With Multiple Sclerosis and Caregivers on Economic Burden and Social Participation.,COMPLETED,2012-10,2015-08,2016-06,2024-09-19,2015-10-30,OBSERVATIONAL,,233.0,ACTUAL,Lille Catholic University,OTHER,"Université de Lille|Région Nord-Pas de Calais, France|La Ligue Française Contre la Sclérose en Plaques|Novartis",OTHER|OTHER|OTHER|INDUSTRY,Multiple Sclerosis|Physical Disability|Economic Burden|Social Interaction|Capability|Quality of Life,,,,,0,,,Annual average total health care cost of the Multiple Sclerosis by patient,Score of social participation|Validity of life quality measurement EQ-5D|Utilities measured by the Short Form-6D (SF-6D)|QALY,False,
